id,name,type,address_original,address,gold_district,gold_ward,gold_price_range,gold_duration,gold_target_audience
14116019,Zen Spa - Foot & Body Massage,Spa,"244 Đề Thám Pham Ngu Lao Ward, Thành phố Hồ Chí Minh, 700000","207 Ðề Thám, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
33677575,Metashow Exhibition,Viện bảo tàng nghệ thuật,"10, Đ. Mai Chí Thọ 4th Floor, Thiso Mall Sala, Thành phố Hồ Chí Minh, 700000","10 Đ Mai Chí Thọ, Phường An Khánh, Thành phố Hồ Chí Minh",TP Thủ Đức,An Khánh,300.000–1.500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
12374411,Lá Sen Spa,Spa,"104 A Xuân Thủy, P Thảo Điền, Q 2 , Thành phố Hồ Chí Minh","104a Xuân Thuỷ, Phường An Khánh, Thành phố Hồ Chí Minh",TP Thủ Đức,An Khánh,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
8432743,Thi Bar,Quán bar & câu lạc bộ,"224 Đề Thám Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 700000","224 Đường Ðề Thám, Thành phố Hồ Chí Minh",Quận 1,Phạm Ngũ Lão,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
4771094,Viet Thanh Silk - Tailor,Cửa hàng đặc sản & cửa hàng quà tặng,"129 Lê Thánh Tôn Gần  Norfolk Hotel, Thành phố Hồ Chí Minh, 700000","36 Bis/2 Lê Lợi, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
7228353,Gallery Drinkery,Quán bar & câu lạc bộ,"64 Ton That Thiep Ben Nghe, Quan 1, Thành phố Hồ Chí Minh, 70000","66 Tôn Thất Thiệp, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,Giá tùy sản phẩm/dịch vụ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
6364047,Lush,Quán bar & câu lạc bộ,"2 Ly Tu Trong , Thành phố Hồ Chí Minh, 70000","2 Lý Tự Trọng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
10844679,Mekong Travel,Tour thăm quan thành phố • Chuyến tham quan nhiều ngày,Thành phố Hồ Chí Minh,"925A Trường Chinh, Phường Tây Thạnh, Thành phố Hồ Chí Minh",Quận Tân Phú,Tây Thạnh,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
7907864,Chua Van Phat - Temple of Ten Thousand Buddhas,Điểm thu hút khách tham quan & thắng cảnh • Tòa nhà kiến trúc,"66 Nghia Thuc Street District 5, Thành phố Hồ Chí Minh, 70000","14 Đường Nghĩa Thục, Phường An Đông, Thành phố Hồ Chí Minh",Quận 5,An Đông,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
4411306,Carmen Bar,Quán bar & câu lạc bộ • Rạp hát kiêm nhà hàng,"8 Lý Tự Trọng phường Bến Nghé, quận 1, Thành phố Hồ Chí Minh, 700000","9-11 Lý Tự Trọng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Bến Nghé,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
16770255,Beetrip,Tour thăm quan thành phố • Chuyến tham quan nhiều ngày,"S4-S5 Ba Vi Street, Ward 15, District 10 2nd Floor, Thành phố Hồ Chí Minh, 700000","Cư xá Bắc Hải, Phường Hòa Hưng, Thành phố Thủ Đức, Phường Hòa Hưng, Thành phố Hồ Chí Minh",Quận 10,Phường 15,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
6602281,Saigon Central Mosque,Điểm thu hút khách tham quan & thắng cảnh • Địa điểm tôn giáo,"66 Dong Du Street, Dist 1 , Thành phố Hồ Chí Minh, 70000","39 Đông Du, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
25169046,Réhahn Gallery,Phòng trưng bày nghệ thuật,"74 Đồng Khởi Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 711000","1A Trần Não, Phường An Khánh, Thành phố Hồ Chí Minh",Quận 1,An Khánh,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
317889,Giac Lam Pagoda,Địa điểm tôn giáo,"565 Lạc Long Quân , Thành phố Hồ Chí Minh, 700000","Hẻm 565 Lạc Long Quân, Phường Bảy Hiền, Thành phố Hồ Chí Minh",Quận Tân Bình,Bảy Hiền,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
14054034,Lua's Kitchen - Vietnamese Homestyle Cooking Class,Buổi học & hội thảo • Lớp nấu ăn,"135/1/72 Đ. Nguyễn Hữu Cảnh Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh, 700000","135 Nguyễn Hữu Cảnh, Thành phố Hồ Chí Minh",Quận Bình Thạnh,Gia Định,500.000–1.500.000 VNĐ,2–4 giờ,Khách quốc tế; Người yêu ẩm thực; Gia đình
25354953,Sol Spa - Saigon Liberty Riverside,Spa,"17 Ton Duc Thang Rd, Phu Thuan Ward, District 1 , Thành phố Hồ Chí Minh","17 Tôn Ðức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
2385857,Chua Vinh Nghiem,Địa điểm tôn giáo,"339 Nam Ky Khoi Nghia, Q.3 , Thành phố Hồ Chí Minh, 70000","Cầu Công Lý, Phường Phú Nhuận, Thành phố Hồ Chí Minh",Quận Phú Nhuận,Phú Nhuận,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
3763209,Duy Tan - Saigon Artisan,Cửa hàng đặc sản & cửa hàng quà tặng,"84 Lê Lợi Quận 1, Thành phố Hồ Chí Minh, 77000","70B Lê Lợi, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
8262761,Golden Lotus Spa & Massage,Spa tạm thời,"17/5 Lê Thánh Tôn, Quận 1 , Thành phố Hồ Chí Minh, 70000","10AB Thái Văn Lung, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
33222223,Nara Spa - Wellness Spa In District 3,Spa,"595/74 Nguyễn Đình Chiểu, Phường 2, Quận 3 , Thành phố Hồ Chí Minh, 700000","577 Hẻm 585 Nguyễn Ðình Chiểu, Phường Bàn Cờ, Thành phố Hồ Chí Minh",Quận 3,Phường 2,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
19259802,Fame Nails,Spa,"18 Phạm Hồng Thái Phường Bến Thành, Thành phố Hồ Chí Minh, 700000","58 Mạc Thị Bưởi, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
18314088,Landmark 81 SkyView,Đài & tháp quan sát,"720A Dien Bien Phu , Thành phố Hồ Chí Minh, 72300","720A Điện Biên Phủ, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh",Quận Bình Thạnh,Thạnh Mỹ Tây,200.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
13871488,Vietnam Private Transfers,Tour thăm quan thành phố • Taxi & xe đưa đón,"Bui Vien street Distict 1, Ho Chi Minh, Thành phố Hồ Chí Minh, 700000","925A Trường Chinh, Phường Tây Thạnh, Thành phố Hồ Chí Minh",Quận Tân Phú,Tây Thạnh,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
12829824,Saigon Free Day Tours,Tour thăm quan thành phố • Chuyến tham quan văn hóa,"Thành phố Hồ Chí Minh, 700000","82 Nguyễn Du, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,4–6 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
6774221,Moc Huong Spa 2A,Spa,"2A Chu Mạnh Trinh, Phường Bến Nghé, Quận 1 , Thành phố Hồ Chí Minh, 70000","4 Chu Mạnh Trinh, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Bến Nghé,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
26875853,Wäbē Säbē,Cửa hàng đặc sản & cửa hàng quà tặng,"53h Đ. Nguyễn Du Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000","53G Nguyễn Du, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
19526685,Saigon Homies Tours,"Chuyến tham quan quán bar, câu lạc bộ & quán rượu • Chuyến tham quan bằng xe đạp","41 Nguyễn Thị Minh Khai, Bến Nghé, District 1 Floor 7, Thành phố Hồ Chí Minh, 700000","41 Nguyễn Thị Minh Khai, Bến Nghé, District 1 Floor 7, Thành phố Hồ Chí Minh, 700000",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
2622636,Le Cochinchine Cruise,Chuyến tham quan bằng thuyền,"658/1 CMT8, Ward 11, D3 , Thành phố Hồ Chí Minh, 700000","Cách Mạng Tháng Tám, Phường Nhiêu Lộc, Thành phố Hồ Chí Minh",Quận 3,Nhiêu Lộc,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
25065842,Kocochi Spa,Spa,"8/1 Le Thanh Ton, Ward, St, Quận 1 Grand & 1st & 2nd Floor, Thành phố Hồ Chí Minh, 70000","10 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
2233150,Hành Trình Việt,Chuyến tham quan nhiều ngày • Chuyến tham quan lịch sử & di sản,"Thành phố Hồ Chí Minh, 700000","Thành phố Hồ Chí Minh, 700000",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
4723736,Armani Spa & Clinic,Spa,"12 Nguyễn Bá Lân-Phường Thảo Điền Q2 , Thành phố Hồ Chí Minh, 700000","151 Ðồng Khởi, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 2,Thảo Điền,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
32843138,Annam Spa - Therapy - Wellness & Relaxation,Spa,"5 Le Thanh Ton , Thành phố Hồ Chí Minh, 700000","15a/41 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
6890386,L'Usine Shop,Cửa hàng đặc sản & cửa hàng quà tặng,"151/5 Đồng Khởi Quận 1, Thành phố Hồ Chí Minh, 700000","151 Ðồng Khởi, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
7942420,Saigon City Tours - Day Tours,Tour thăm quan thành phố • Chuyến tham quan văn hóa,"Thành phố Hồ Chí Minh, 70000","Hẻm 787 Trường Chinh, Phường Tây Thạnh, Thành phố Hồ Chí Minh",Quận Tân Phú,Tây Thạnh,300.000–2.000.000+ VNĐ,4–6 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
13447187,Saigon Waterbus,Chuyến tham quan bằng thuyền,Thành phố Hồ Chí Minh,"Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
27478200,Norah Spa 2,Spa,"74c Hai Ba Trưng , Thành phố Hồ Chí Minh","74 Hai Bà Trưng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
1930367,Mekong Quilts - Mekong Plus,Cửa hàng đặc sản & cửa hàng quà tặng,"85 đường Pasteur Tầng 1, D1, Thành phố Hồ Chí Minh, 700000","85 Đường Pasteur, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
26830472,HTC TRAVEL,"Chuyến tham quan bằng xe 4WD, ATV & xe địa hình • Taxi & xe đưa đón","26 Phạm Ngũ Lão, TP Huế , Thành phố Hồ Chí Minh, 530000","26 Phạm Ngũ Lão, TP Huế , Thành phố Hồ Chí Minh, 530000",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
8630608,SC Vivocity,Cửa hàng bách hóa • Trung tâm mua sắm,"1058 Nguyen Van Linh Boulevard, Tan Phong Ward District 7, Thành phố Hồ Chí Minh, 70000","SC-VivoCity, Thành phố Hồ Chí Minh",Quận 7,District 7,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
4223482,Vietnam Alive - Day Tours,Chuyến tham quan tư nhân,"763 Tran Xuan Soan Tan Hung Ward, District 07, Thành phố Hồ Chí Minh, 70000","94-96 Huỳnh Văn Bánh, Phường Cầu Kiệu, Thành phố Hồ Chí Minh",Quận 7,Cầu Kiệu,300.000–2.000.000+ VNĐ,4–6 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
552637,Temple of the Buddha's Relic (Xa Loi pagoda),Địa điểm tôn giáo,"89 Ba Huyen Thanh Quan St, District 3 , Thành phố Hồ Chí Minh","89 Bà Huyện Thanh Quan, Phường Xuân Hòa, Thành phố Hồ Chí Minh",Quận 3,Xuân Hòa,Miễn phí hoặc tùy hoạt động,"30 phút–1,5 giờ",Khách quan tâm văn hóa; Tín ngưỡng; Khách du lịch
1742604,Dai Nam Zoo,Sở thú,"Hiep An, Thu Dau Mot, Binh Duong Province , Thành phố Hồ Chí Minh, 70000","1765A Đại lộ Bình Dương, Hiệp An 2, Thành phố Hồ Chí Minh",Ngoài TP.HCM,Hiệp An,100.000–400.000 VNĐ,3–5 giờ,Gia đình; Trẻ em; Nhóm bạn
7141990,Elegant Silk,Cửa hàng đặc sản & cửa hàng quà tặng,"105 le Thanh Ton, District 1 , Thành phố Hồ Chí Minh, 70000","63/5 Hẻm 63 Pasteur, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
1724542,Antique Street,Cửa hàng đồ cổ,"38 Đ. Lê Công Kiều Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 70000","38 Lê Công Kiều, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Nguyễn Thái Bình,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
3394479,TNR Saigon,Quán bar & câu lạc bộ,"57 Đỗ Quang Đẩu P. Phạm Ngũ Lão, Q.1, Thành phố Hồ Chí Minh","57 Ðỗ Quang Ðẩu, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
12150062,Quán Bia Thủ Công Ông Cao,Quán bar & câu lạc bộ,"240 Bùi Viện Quận 1, Thành phố Hồ Chí Minh, 700000","252 Đường Bùi Viện, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
13934245,Mon Amie Tailor - Best Tailor in HCMC,Cửa hàng đặc sản & cửa hàng quà tặng,"357 Nguyễn Trãi Phường 7 Quận 5, Thành phố Hồ Chí Minh, 700000","292 Đường Nguyễn Trãi, Phường An Đông, Thành phố Hồ Chí Minh",Quận 5,7 Quận 5,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
5038003,Minh Phuong Lacquer - Ware Gallergy,Cửa hàng đặc sản & cửa hàng quà tặng,"40 Phùng Khắc Khoan Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 700000","1 Điện Biên Phủ, Phường Tân Định, Thành phố Hồ Chí Minh",Quận 1,Tân Định,100.000–500.000 VNĐ,1–2 giờ,Người yêu lịch sử; Khách quốc tế; Sinh viên
8017932,Chợ Tân Định,Chợ nông sản,"336 Hai Bà Trưng , Thành phố Hồ Chí Minh, 70000","135 Nguyễn Hữu Cầu, Phường Tân Định, Thành phố Hồ Chí Minh",Quận 1,Tân Định,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
8009540,Signatures Of Asia,Chuyến tham quan văn hóa • Chuyến tham quan lịch sử & di sản,Thành phố Hồ Chí Minh,"8 Phố Phạm Ngũ Lão, Phường Cửa Nam, Thành phố Hồ Chí Minh",Quận 1,Cửa Nam,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
25073674,Ukiyo Spa,Spa,"165 Đinh Tiên Hoàng , Thành phố Hồ Chí Minh","165-167 Đinh Tiên Hoàng, Phường Tân Định, Thành phố Hồ Chí Minh",Quận 1,Tân Định,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
12250546,Street Food Adventure,Tour thăm quan thành phố • Chuyến tham quan văn hóa,"167 Bui Vien Pham Ngu Lao Ward, District 1, Thành phố Hồ Chí Minh, 700000","185 Đường Bùi Viện, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
1977231,Mekong Lodge Vietnam Day Tour,Chuyến tham quan ngắm cảnh,"No 196/1/20, Cong Hoa St, Tan Binh Dist , Thành phố Hồ Chí Minh, 84 8","78 Cộng Hòa, Phường Tân Sơn Nhất, Thành phố Hồ Chí Minh",Quận Tân Bình,Tân Sơn Nhất,300.000–2.000.000+ VNĐ,4–6 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
28285527,Mộc Kim Spa & Beauty,Spa,"12 L Nguyen Thi Minh Khai Da Kao Ward, Thành phố Hồ Chí Minh, 71007","12 Phạm Khắc, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
7241907,Tiệm vải Phi Phi,Cửa hàng đặc sản & cửa hàng quà tặng,"118 Le Loi Street , Thành phố Hồ Chí Minh, 70000","120-122 Lê Lợi, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
4826315,Villa Royale Antiques and Tea Room,Cửa hàng đặc sản & cửa hàng quà tặng • Cửa hàng đồ cổ,"3 Trần Ngọc Diện, Thảo Điền, Quận 2 , Thành phố Hồ Chí Minh","Trần Ngọc Diện, Phường An Khánh, Thành phố Hồ Chí Minh",Quận 2,An Khánh,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
3700540,Blanchy's Lounge,Quán bar & câu lạc bộ,"95 Hai Bà Trưng Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000","97 Hai Bà Trưng, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
5957860,Golden Lotus Healing Land,Spa,"139 Tôn Dật Tiên, Phú Mỹ Hưng, Quận 7 Garden Court 2, Kenh dao area, Thành phố Hồ Chí Minh, 70000","10A Phạm Ngọc Thạch, Phường Xuân Hòa, Thành phố Hồ Chí Minh",Quận 7,Xuân Hòa,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
7273452,Pub Crawl Saigon,Quán bar & câu lạc bộ,"185 Bùi Viện, P. Bến Nghế, Q.1 Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh, 700000","18 Đường Bùi Viện, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
8810040,Sky Travel,Chuyến tham quan ngắm cảnh • Chuyến tham quan tư nhân,"C4/26 Pham Hung Street, Binh Hung Ward, Thành phố Hồ Chí Minh, 700000","Phạm Hùng, Phường Chánh Hưng, Thành phố Hồ Chí Minh",Quận 8,Chánh Hưng,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
4552856,An Dong Market,Cửa hàng đặc sản & cửa hàng quà tặng,"36 Đ. An Dương Vương , Thành phố Hồ Chí Minh, 700000","46 An Dương Vương, Phường An Đông, Thành phố Hồ Chí Minh",Quận 5,An Đông,Miễn phí tham quan; chi phí tùy dịch vụ,1–3 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
33076194,Cosmo Club,Sòng bạc,"141 Nguyễn Huệ, Phường Bến Nghé, Quận 1 Tầng 1| Khách Sạn Rex, 141 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000","Nhà hát Thành phố, HC, Thành phố Hồ Chí Minh",Quận 1,Bến Nghé,100.000–500.000 VNĐ,2–4 giờ,Người trưởng thành; Nhóm bạn; Khách yêu thích nightlife
2424560,Elegant Travel,Chuyến tham quan ngắm cảnh • Chuyến đi trong ngày,"Thành phố Hồ Chí Minh, 700000","14 Nguyễn Văn Giai, Phường Tân Định, Thành phố Hồ Chí Minh",Quận 1,Tân Định,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2484797,Dan Sinh Market,Chợ trời & chợ đường phố,"104 Yersin , Thành phố Hồ Chí Minh, 70000","104 Đường Yersin, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,Miễn phí tham quan; chi phí tùy dịch vụ,1–3 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
12698554,Vera Nails & Spa,Spa,"67 Pasteur Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000","63/11 Floor 3 Pasteur, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Bến Nghé,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
13441867,Vietnam By Bike,Chuyến tham quan bằng xe đạp • Chuyến tham quan bằng thuyền,"E8/223G National Road 50, Hamlet 5, Phong Phu Ward, Binh Chanh District, Ho Chi Minh City, Vietnam , Thành phố Hồ Chí Minh, 700000","E6.167 Văn Tiến Dũng, Ấp 63, Thành phố Hồ Chí Minh",Huyện Bình Chánh,Phong Phú,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
2457852,Blue Moon Spa,Spa,"25 Dong Khoi Street, District 1 , Thành phố Hồ Chí Minh","34 Ðồng Khởi, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
8730021,Sense Spa,Spa,"52 Dong Du St. Ben Nghe Ward, Thành phố Hồ Chí Minh, 700000","48 Đông Du, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
9563623,Veritas Bespoke,Cửa hàng đặc sản & cửa hàng quà tặng,"56 Lê Thánh Tôn, Bến Nghé, Quận 1 , Thành phố Hồ Chí Minh, 700000","44 Lê Thanh Ton, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
4873291,H&D Tailor,Cửa hàng đặc sản & cửa hàng quà tặng,"Đường Phạm Hồng Thái Khách sạn New World Saigon, Quận 1, Thành phố Hồ Chí Minh, 700000","56 Phạm Hồng Thái, Phường Bến Thành, Thành phố Hồ Chí Minh",Quận 1,Bến Thành,Giá tùy sản phẩm/dịch vụ,1–2 giờ,Người thích mua sắm; Khách du lịch; Nhóm bạn
1997306,Mekong Tours,Chuyến tham quan nhiều ngày • Đường đi xe đạp,"Thành phố Hồ Chí Minh, 7000","2 Ter Lê Duẩn, Phường Sài Gòn, Thành phố Hồ Chí Minh",Quận 1,Sài Gòn,300.000–2.000.000+ VNĐ,3–8 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
6131915,Uri Foot Therapy Spa,Spa,"95/44 Nguyễn Văn Trỗi Phường Phú Nhuận, Thành phố Hồ Chí Minh, 700000","Nguyễn Văn Trỗi, Phường Phú Nhuận, Thành phố Hồ Chí Minh",Quận Phú Nhuận,Phú Nhuận,300.000–1.500.000 VNĐ,1–2 giờ,Người trưởng thành; Cặp đôi; Khách muốn thư giãn
20295587,NP Brows & Lashes,Xưởng vẽ & làm đồ gốm,"165 Dinh Tien Hoang, Da Kao Ward, District 1 , Thành phố Hồ Chí Minh, 70000","165-167 Đinh Tiên Hoàng, Phường Tân Định, Thành phố Hồ Chí Minh",Quận 1,Tân Định,100.000–500.000 VNĐ,1–2 giờ,Khách du lịch; Cặp đôi; Nhóm bạn
